,INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location,date
64489,I182001932,617,Larceny,LARCENY THEFT FROM BUILDING,C11,356,,2018-01-08 19:20:00,2018,1,Monday,19,Part One,GENEVA AVE,42.29848866,-71.06313294,"(42.29848866, -71.06313294)",2018-01-08
64496,I182001925,613,Larceny,LARCENY SHOPLIFTING,D4,137,,2018-01-08 18:29:00,2018,1,Monday,18,Part One,NEWBURY ST,42.34999733,-71.0810344,"(42.34999733, -71.08103440)",2018-01-08
64500,I182001921,617,Larceny,LARCENY THEFT FROM BUILDING,A1,113,,2017-12-29 22:00:00,2017,12,Friday,22,Part One,KINGSTON ST,42.35370585,-71.05898587,"(42.35370585, -71.05898587)",2017-12-29
64531,I182001890,613,Larceny,LARCENY SHOPLIFTING,D4,138,,2018-01-08 11:00:00,2018,1,Monday,11,Part One,NEWBURY ST,42.35059717,-71.07881031,"(42.35059717, -71.07881031)",2018-01-08
64532,I182001889,617,Larceny,LARCENY THEFT FROM BUILDING,A1,94,,2018-01-08 16:52:00,2018,1,Monday,16,Part One,FANEUIL HALL MARKETPLACE,42.3603996,-71.05482846,"(42.36039960, -71.05482846)",2018-01-08
64537,I182001884,619,Larceny,LARCENY ALL OTHERS,C6,193,,2018-01-07 17:40:00,2018,1,Sunday,17,Part One,VINTON ST,42.32995513,-71.05369679,"(42.32995513, -71.05369679)",2018-01-07
64544,I182001875,613,Larceny,LARCENY SHOPLIFTING,E18,490,,2018-01-08 15:25:00,2018,1,Monday,15,Part One,AMERICAN LEGION HWY,42.27531312,-71.11587798,"(42.27531312, -71.11587798)",2018-01-08
64553,I182001864,617,Larceny,LARCENY THEFT FROM BUILDING,D4,620,,2018-01-06 16:00:00,2018,1,Saturday,16,Part One,HEMENWAY ST,42.34587157,-71.08938851,"(42.34587157, -71.08938851)",2018-01-06
64560,I182001855,617,Larceny,LARCENY THEFT FROM BUILDING,E13,510,,2018-01-08 14:56:00,2018,1,Monday,14,Part One,MORTON ST,42.30020549,-71.10760205,"(42.30020549, -71.10760205)",2018-01-08
64568,I182001845,619,Larceny,LARCENY ALL OTHERS,A1,113,,2017-12-29 18:30:00,2017,12,Friday,18,Part One,KINGSTON ST,42.35370585,-71.05898587,"(42.35370585, -71.05898587)",2017-12-29
64570,I182001841,617,Larceny,LARCENY THEFT FROM BUILDING,A1,68,,2018-01-08 01:30:00,2018,1,Monday,1,Part One,CAMBRIDGE ST,42.36116347,-71.06391344,"(42.36116347, -71.06391344)",2018-01-08
64573,I182001838,619,Larceny,LARCENY ALL OTHERS,C6,207,,2018-01-06 15:30:00,2018,1,Saturday,15,Part One,NORTHERN AVE,42.34899228,-71.03930255,"(42.34899228, -71.03930255)",2018-01-06
64602,I182001810,617,Larceny,LARCENY THEFT FROM BUILDING,E13,657,,2018-01-05 19:30:00,2018,1,Friday,19,Part One,CENTRE ST,42.30098889,-71.12708146,"(42.30098889, -71.12708146)",2018-01-05
64617,I182001798,617,Larceny,LARCENY THEFT FROM BUILDING,C11,462,,2017-12-31 11:30:00,2017,12,Sunday,11,Part One,BOWDOIN ST,42.30291764,-71.07150861,"(42.30291764, -71.07150861)",2017-12-31
64623,I182001792,619,Larceny,LARCENY ALL OTHERS,E18,540,,2017-12-29 09:00:00,2017,12,Friday,9,Part One,CHARLES ST,42.25060071,-71.1325418,"(42.25060071, -71.13254180)",2017-12-29
64626,I182001790,617,Larceny,LARCENY THEFT FROM BUILDING,B2,289,,2018-01-08 10:30:00,2018,1,Monday,10,Part One,MALCOLM X BLVD,42.33123776,-71.09140736,"(42.33123776, -71.09140736)",2018-01-08
64635,I182001781,613,Larceny,LARCENY SHOPLIFTING,D4,627,,2018-01-08 09:41:00,2018,1,Monday,9,Part One,BOYLSTON ST,42.34442266,-71.09833083,"(42.34442266, -71.09833083)",2018-01-08
64644,I182001771,617,Larceny,LARCENY THEFT FROM BUILDING,D4,143,,2018-01-08 07:30:00,2018,1,Monday,7,Part One,DALTON ST,42.3457782,-71.08429595,"(42.34577820, -71.08429595)",2018-01-08
64660,I182001751,613,Larceny,LARCENY SHOPLIFTING,A7,3,,2018-01-08 08:34:00,2018,1,Monday,8,Part One,SARATOGA ST,42.38423979,-71.00003921,"(42.38423979, -71.00003921)",2018-01-08
64677,I182001732,617,Larceny,LARCENY THEFT FROM BUILDING,B3,470,,2018-01-08 06:03:00,2018,1,Monday,6,Part One,ORLANDO ST,42.27544327,-71.09817294,"(42.27544327, -71.09817294)",2018-01-08
64678,I182001732,619,Larceny,LARCENY ALL OTHERS,B3,470,,2018-01-08 06:03:00,2018,1,Monday,6,Part One,ORLANDO ST,42.27544327,-71.09817294,"(42.27544327, -71.09817294)",2018-01-08
64701,I182001700,617,Larceny,LARCENY THEFT FROM BUILDING,D4,270,,2018-01-07 21:34:00,2018,1,Sunday,21,Part One,NORTHAMPTON ST,42.33395125,-71.07538939,"(42.33395125, -71.07538939)",2018-01-07
64703,I182001696,617,Larceny,LARCENY THEFT FROM BUILDING,E13,930,,2018-01-07 21:50:19,2018,1,Sunday,21,Part One,COLUMBUS AVE,42.31506898,-71.09746579,"(42.31506898, -71.09746579)",2018-01-07
64714,I182001684,619,Larceny,LARCENY ALL OTHERS,C11,450,,2018-01-07 19:28:52,2018,1,Sunday,19,Part One,WASHINGTON ST,42.29057504,-71.07165726,"(42.29057504, -71.07165726)",2018-01-07
64727,I182001670,617,Larceny,LARCENY THEFT FROM BUILDING,D4,129,,2018-01-06 16:30:00,2018,1,Saturday,16,Part One,BOYLSTON ST,42.35157076,-71.07186599,"(42.35157076, -71.07186599)",2018-01-06
64760,I182001634,617,Larceny,LARCENY THEFT FROM BUILDING,A1,108,,2018-01-06 00:00:00,2018,1,Saturday,0,Part One,HIGH ST,42.35407456,-71.05533533,"(42.35407456, -71.05533533)",2018-01-06
64795,I182001597,613,Larceny,LARCENY SHOPLIFTING,E18,490,,2018-01-07 12:17:00,2018,1,Sunday,12,Part One,AMERICAN LEGION HWY,42.27413021,-71.11674617,"(42.27413021, -71.11674617)",2018-01-07
64798,I182001594,617,Larceny,LARCENY THEFT FROM BUILDING,B2,911,,2018-01-07 13:35:00,2018,1,Sunday,13,Part One,ANNUNCIATION RD,42.33506218,-71.09316781,"(42.33506218, -71.09316781)",2018-01-07
64824,I182001567,613,Larceny,LARCENY SHOPLIFTING,A1,66,,2018-01-06 17:25:00,2018,1,Saturday,17,Part One,CHARLES ST,42.35913227,-71.07074326,"(42.35913227, -71.07074326)",2018-01-06
64828,I182001563,617,Larceny,LARCENY THEFT FROM BUILDING,E18,488,,2018-01-07 10:50:00,2018,1,Sunday,10,Part One,RIVER ST,42.26283035,-71.10809203,"(42.26283035, -71.10809203)",2018-01-07
64878,I182001507,611,Larceny,LARCENY PICK-POCKET,A1,97,,2018-01-07 01:00:00,2018,1,Sunday,1,Part One,SCHOOL ST,42.3575462,-71.05881953,"(42.35754620, -71.05881953)",2018-01-07
64892,I182001488,617,Larceny,LARCENY THEFT FROM BUILDING,E18,495,,2018-01-06 23:41:00,2018,1,Saturday,23,Part One,GREENWOOD AVE,42.26470249,-71.11898016,"(42.26470249, -71.11898016)",2018-01-06
64910,I182001472,619,Larceny,LARCENY ALL OTHERS,B3,481,,2018-01-06 21:44:00,2018,1,Saturday,21,Part One,CUMMINS HWY,42.26857609,-71.09574826,"(42.26857609, -71.09574826)",2018-01-06
64916,I182001466,613,Larceny,LARCENY SHOPLIFTING,A1,66,,2018-01-06 22:17:00,2018,1,Saturday,22,Part One,CHARLES ST,42.3606447,-71.07086192,"(42.36064470, -71.07086192)",2018-01-06
64924,I182001456,613,Larceny,LARCENY SHOPLIFTING,A1,112,,2018-01-06 20:38:00,2018,1,Saturday,20,Part One,WASHINGTON ST,42.35512339,-71.0608798,"(42.35512339, -71.06087980)",2018-01-06
64925,I182001455,613,Larceny,LARCENY SHOPLIFTING,A1,102,,2018-01-06 21:12:00,2018,1,Saturday,21,Part One,WINTER ST,42.35602373,-71.06177615,"(42.35602373, -71.06177615)",2018-01-06
64945,I182001438,613,Larceny,LARCENY SHOPLIFTING,A15,105,,2018-01-11 17:00:00,2018,1,Thursday,17,Part One,SUMMER ST,42.35521625,-71.06012863,"(42.35521625, -71.06012863)",2018-01-11
64953,I182001430,613,Larceny,LARCENY SHOPLIFTING,A1,112,,2018-01-06 17:30:00,2018,1,Saturday,17,Part One,WASHINGTON ST,42.35512339,-71.0608798,"(42.35512339, -71.06087980)",2018-01-06
64975,I182001407,619,Larceny,LARCENY ALL OTHERS,E5,822,,2017-05-01 00:00:00,2017,5,Monday,0,Part One,WASHINGTON ST,42.26582389,-71.15205431,"(42.26582389, -71.15205431)",2017-05-01
64977,I182001405,613,Larceny,LARCENY SHOPLIFTING,B2,329,,2018-01-06 16:47:00,2018,1,Saturday,16,Part One,BLUE HILL AVE,42.30989454,-71.08231854,"(42.30989454, -71.08231854)",2018-01-06
65007,I182001370,617,Larceny,LARCENY THEFT FROM BUILDING,D4,625,,2018-01-06 13:08:00,2018,1,Saturday,13,Part One,PARK DR,42.34241506,-71.09521114,"(42.34241506, -71.09521114)",2018-01-06
65018,I182001361,619,Larceny,LARCENY ALL OTHERS,, ,,2018-01-01 00:30:00,2018,1,Monday,0,Part One,,42.34790192,-71.07873972,"(42.34790192, -71.07873972)",2018-01-01
65064,I182001304,617,Larceny,LARCENY THEFT FROM BUILDING,D4,146,,2018-01-05 13:45:00,2018,1,Friday,13,Part One,HUNTINGTON AVE,42.3473098,-71.07915167,"(42.34730980, -71.07915167)",2018-01-05
65118,I182001244,613,Larceny,LARCENY SHOPLIFTING,D4,627,,2018-01-05 23:01:00,2018,1,Friday,23,Part One,BOYLSTON ST,42.34442266,-71.09833083,"(42.34442266, -71.09833083)",2018-01-05
65127,I182001237,617,Larceny,LARCENY THEFT FROM BUILDING,A1,63,,2018-01-05 22:02:00,2018,1,Friday,22,Part One,NEW SUDBURY ST,42.36183857,-71.05976489,"(42.36183857, -71.05976489)",2018-01-05
65140,I182001220,613,Larceny,LARCENY SHOPLIFTING,A1,102,,2018-01-05 17:50:00,2018,1,Friday,17,Part One,WINTER ST,42.35602373,-71.06177615,"(42.35602373, -71.06177615)",2018-01-05
65158,I182001201,617,Larceny,LARCENY THEFT FROM BUILDING,C6,936,,2018-01-05 19:13:00,2018,1,Friday,19,Part One,W SEVENTH ST,42.33697857,-71.05500277,"(42.33697857, -71.05500277)",2018-01-05
65169,I182001189,617,Larceny,LARCENY THEFT FROM BUILDING,D4,131,,2017-12-11 10:00:00,2017,12,Monday,10,Part One,MARLBOROUGH ST,42.35433643,-71.07323767,"(42.35433643, -71.07323767)",2017-12-11
65174,I182001183,617,Larceny,LARCENY THEFT FROM BUILDING,D14,774,,2018-01-05 07:00:00,2018,1,Friday,7,Part One,COMMONWEALTH AVE,42.33836272,-71.15441001,"(42.33836272, -71.15441001)",2018-01-05
65178,I182001179,619,Larceny,LARCENY ALL OTHERS,B2,604,,2017-11-20 00:00:00,2017,11,Monday,0,Part One,HILLSIDE ST,42.330675,-71.10371734,"(42.33067500, -71.10371734)",2017-11-20
65196,I182001155,617,Larceny,LARCENY THEFT FROM BUILDING,E18,523,,2017-12-27 16:17:00,2017,12,Wednesday,16,Part One,HYDE PARK AVE,42.24690525,-71.12828904,"(42.24690525, -71.12828904)",2017-12-27
65200,I182001149,617,Larceny,LARCENY THEFT FROM BUILDING,A1,65,,2018-01-05 14:32:00,2018,1,Friday,14,Part One,CAMBRIDGE ST,42.36122324,-71.06593235,"(42.36122324, -71.06593235)",2018-01-05
65204,I182001145,617,Larceny,LARCENY THEFT FROM BUILDING,D4,142,,2018-01-03 16:45:00,2018,1,Wednesday,16,Part One,BOYLSTON ST,42.34815229,-71.08450821,"(42.34815229, -71.08450821)",2018-01-03
